ダウンロードした時刻：2026/04/13 04:54:09

,東京
,日射量(MJ/m2)
2025年7月24日18時,0.25
2025年7月24日19時,0.06
2025年7月24日20時,0.00
2025年7月24日21時,--
2025年7月24日22時,--
2025年7月24日23時,--
2025年7月24日24時,--
2025年7月25日1時,--
2025年7月25日2時,--
2025年7月25日3時,--
2025年7月25日4時,--
2025年7月25日5時,0.01
2025年7月25日6時,0.28
2025年7月25日7時,0.91
2025年7月25日8時,1.64
2025年7月25日9時,2.41
2025年7月25日10時,2.76
2025年7月25日11時,3.18
2025年7月25日12時,3.37
2025年7月25日13時,3.34
2025年7月25日14時,3.11
2025年7月25日15時,2.67
2025年7月25日16時,2.04
2025年7月25日17時,0.55
2025年7月25日18時,0.27
2025年7月25日19時,0.13
2025年7月25日20時,0.00
2025年7月25日21時,--
2025年7月25日22時,--
2025年7月25日23時,--
2025年7月25日24時,--
2025年7月26日1時,--
2025年7月26日2時,--
2025年7月26日3時,--
2025年7月26日4時,--
2025年7月26日5時,0.01
2025年7月26日6時,0.29
2025年7月26日7時,0.93
2025年7月26日8時,1.64
2025年7月26日9時,2.28
2025年7月26日10時,2.78
2025年7月26日11時,3.18
2025年7月26日12時,3.36
2025年7月26日13時,3.33
2025年7月26日14時,3.09
2025年7月26日15時,2.67
2025年7月26日16時,2.04
2025年7月26日17時,1.38
2025年7月26日18時,0.66
2025年7月26日19時,0.08
2025年7月26日20時,0.00
2025年7月26日21時,--
2025年7月26日22時,--
2025年7月26日23時,--
2025年7月26日24時,--
2025年7月27日1時,--
2025年7月27日2時,--
2025年7月27日3時,--
2025年7月27日4時,--
2025年7月27日5時,0.01
2025年7月27日6時,0.28
2025年7月27日7時,0.94
2025年7月27日8時,1.66
2025年7月27日9時,2.37
2025年7月27日10時,2.06
2025年7月27日11時,2.73
2025年7月27日12時,2.22
2025年7月27日13時,3.01
2025年7月27日14時,2.99
2025年7月27日15時,2.45
2025年7月27日16時,1.63
2025年7月27日17時,0.82
2025年7月27日18時,0.38
2025年7月27日19時,0.09
2025年7月27日20時,0.00
2025年7月27日21時,--
2025年7月27日22時,--
2025年7月27日23時,--
2025年7月27日24時,--
2025年7月28日1時,--
2025年7月28日2時,--
2025年7月28日3時,--
2025年7月28日4時,--
2025年7月28日5時,0.01
2025年7月28日6時,0.24
2025年7月28日7時,0.76
2025年7月28日8時,1.56
2025年7月28日9時,1.86
2025年7月28日10時,2.35
2025年7月28日11時,2.93
2025年7月28日12時,3.33
2025年7月28日13時,3.21
2025年7月28日14時,3.06
2025年7月28日15時,2.60
2025年7月28日16時,1.99
2025年7月28日17時,1.34
2025年7月28日18時,0.68
2025年7月28日19時,0.14
2025年7月28日20時,0.00
2025年7月28日21時,--
2025年7月28日22時,--
2025年7月28日23時,--
2025年7月28日24時,--
2025年7月29日1時,--
2025年7月29日2時,--
2025年7月29日3時,--
2025年7月29日4時,--
2025年7月29日5時,0.01
2025年7月29日6時,0.29
2025年7月29日7時,0.93
2025年7月29日8時,1.63
2025年7月29日9時,2.28
2025年7月29日10時,2.87
2025年7月29日11時,2.44
2025年7月29日12時,3.36
2025年7月29日13時,3.35
2025年7月29日14時,3.07
2025年7月29日15時,2.63
2025年7月29日16時,2.04
2025年7月29日17時,1.35
2025年7月29日18時,0.63
2025年7月29日19時,0.09
2025年7月29日20時,0.00
2025年7月29日21時,--
2025年7月29日22時,--
2025年7月29日23時,--
2025年7月29日24時,--
2025年7月30日1時,--
2025年7月30日2時,--
2025年7月30日3時,--
2025年7月30日4時,--
2025年7月30日5時,0.01
2025年7月30日6時,0.29
2025年7月30日7時,0.93
2025年7月30日8時,1.67
2025年7月30日9時,2.32
2025年7月30日10時,1.80
2025年7月30日11時,3.31
2025年7月30日12時,3.67
2025年7月30日13時,2.89
2025年7月30日14時,2.58
2025年7月30日15時,2.51
2025年7月30日16時,2.11
2025年7月30日17時,1.37
2025年7月30日18時,0.64
2025年7月30日19時,0.09
2025年7月30日20時,0.00
2025年7月30日21時,--
2025年7月30日22時,--
2025年7月30日23時,--
2025年7月30日24時,--
2025年7月31日1時,--
2025年7月31日2時,--
2025年7月31日3時,--
2025年7月31日4時,--
2025年7月31日5時,0.00
2025年7月31日6時,0.22
2025年7月31日7時,0.54
2025年7月31日8時,0.58
2025年7月31日9時,1.00
2025年7月31日10時,2.27
2025年7月31日11時,2.54
2025年7月31日12時,3.23
2025年7月31日13時,3.39
2025年7月31日14時,2.64
2025年7月31日15時,2.55
2025年7月31日16時,2.07
2025年7月31日17時,1.34
2025年7月31日18時,0.63
2025年7月31日19時,0.09
2025年7月31日20時,0.00
2025年7月31日21時,--
2025年7月31日22時,--
2025年7月31日23時,--
2025年7月31日24時,--
2025年8月1日1時,--
2025年8月1日2時,--
2025年8月1日3時,--
2025年8月1日4時,--
2025年8月1日5時,0.00
2025年8月1日6時,0.09
2025年8月1日7時,0.29
2025年8月1日8時,0.44
2025年8月1日9時,0.52
2025年8月1日10時,0.65
2025年8月1日11時,2.19
2025年8月1日12時,1.69
2025年8月1日13時,0.91
2025年8月1日14時,0.48
2025年8月1日15時,0.97
2025年8月1日16時,0.39
2025年8月1日17時,0.38
2025年8月1日18時,0.11
2025年8月1日19時,0.05
2025年8月1日20時,0.00
2025年8月1日21時,--
2025年8月1日22時,--
2025年8月1日23時,--
2025年8月1日24時,--
2025年8月2日1時,--
2025年8月2日2時,--
2025年8月2日3時,--
2025年8月2日4時,--
2025年8月2日5時,0.00
2025年8月2日6時,0.10
2025年8月2日7時,0.20
2025年8月2日8時,0.67
2025年8月2日9時,0.81
2025年8月2日10時,1.33
2025年8月2日11時,2.49
2025年8月2日12時,2.76
2025年8月2日13時,3.17
2025年8月2日14時,3.21
2025年8月2日15時,2.18
2025年8月2日16時,1.86
2025年8月2日17時,1.24
2025年8月2日18時,0.24
2025年8月2日19時,0.08
2025年8月2日20時,0.00
2025年8月2日21時,--
2025年8月2日22時,--
2025年8月2日23時,--
2025年8月2日24時,--
2025年8月3日1時,--
2025年8月3日2時,--
2025年8月3日3時,--
2025年8月3日4時,--
2025年8月3日5時,0.00
2025年8月3日6時,0.21
2025年8月3日7時,0.63
2025年8月3日8時,1.30
2025年8月3日9時,1.29
2025年8月3日10時,1.71
2025年8月3日11時,2.62
2025年8月3日12時,2.89
2025年8月3日13時,2.38
2025年8月3日14時,2.82
2025年8月3日15時,2.55
2025年8月3日16時,1.66
2025年8月3日17時,0.85
2025年8月3日18時,0.16
2025年8月3日19時,0.03
2025年8月3日20時,0.00
2025年8月3日21時,--
2025年8月3日22時,--
2025年8月3日23時,--
2025年8月3日24時,--
2025年8月4日1時,--
2025年8月4日2時,--
2025年8月4日3時,--
2025年8月4日4時,--
2025年8月4日5時,0.00
2025年8月4日6時,0.23
2025年8月4日7時,0.85
2025年8月4日8時,1.45
2025年8月4日9時,2.15
2025年8月4日10時,2.72
2025年8月4日11時,2.92
2025年8月4日12時,3.25
2025年8月4日13時,3.32
2025年8月4日14時,3.02
2025年8月4日15時,2.53
2025年8月4日16時,1.91
2025年8月4日17時,1.22
2025年8月4日18時,0.52
2025年8月4日19時,0.05
2025年8月4日20時,0.00
2025年8月4日21時,--
2025年8月4日22時,--
2025年8月4日23時,--
2025年8月4日24時,--
2025年8月5日1時,--
2025年8月5日2時,--
2025年8月5日3時,--
2025年8月5日4時,--
2025年8月5日5時,0.00
2025年8月5日6時,0.20
2025年8月5日7時,0.89
2025年8月5日8時,1.57
2025年8月5日9時,2.18
2025年8月5日10時,2.55
2025年8月5日11時,2.85
2025年8月5日12時,3.27
2025年8月5日13時,3.20
2025年8月5日14時,2.96
2025年8月5日15時,2.54
2025年8月5日16時,1.90
2025年8月5日17時,0.97
2025年8月5日18時,0.44
2025年8月5日19時,0.06
2025年8月5日20時,0.00
2025年8月5日21時,--
2025年8月5日22時,--
2025年8月5日23時,--
2025年8月5日24時,--
2025年8月6日1時,--
2025年8月6日2時,--
2025年8月6日3時,--
2025年8月6日4時,--
2025年8月6日5時,0.01
2025年8月6日6時,0.16
2025年8月6日7時,0.85
2025年8月6日8時,1.34
2025年8月6日9時,1.95
2025年8月6日10時,2.60
2025年8月6日11時,3.12
2025年8月6日12時,2.32
2025年8月6日13時,2.67
2025年8月6日14時,2.38
2025年8月6日15時,2.57
2025年8月6日16時,1.46
2025年8月6日17時,1.30
2025年8月6日18時,0.43
2025年8月6日19時,0.04
2025年8月6日20時,0.00
2025年8月6日21時,--
2025年8月6日22時,--
2025年8月6日23時,--
2025年8月6日24時,--
2025年8月7日1時,--
2025年8月7日2時,--
2025年8月7日3時,--
2025年8月7日4時,--
2025年8月7日5時,0.00
2025年8月7日6時,0.15
2025年8月7日7時,0.31
2025年8月7日8時,1.08
2025年8月7日9時,1.07
2025年8月7日10時,0.82
2025年8月7日11時,0.79
2025年8月7日12時,0.73
2025年8月7日13時,1.78
2025年8月7日14時,1.87
2025年8月7日15時,1.47
2025年8月7日16時,0.90
2025年8月7日17時,0.94
2025年8月7日18時,0.18
2025年8月7日19時,0.07
2025年8月7日20時,0.00
2025年8月7日21時,--
2025年8月7日22時,--
2025年8月7日23時,--
2025年8月7日24時,--
2025年8月8日1時,--
2025年8月8日2時,--
2025年8月8日3時,--
2025年8月8日4時,--
2025年8月8日5時,0.00
2025年8月8日6時,0.18
2025年8月8日7時,0.74
2025年8月8日8時,1.26
2025年8月8日9時,2.20
2025年8月8日10時,2.59
2025年8月8日11時,2.58
2025年8月8日12時,2.59
2025年8月8日13時,1.09
2025年8月8日14時,0.82
2025年8月8日15時,0.82
2025年8月8日16時,0.85
2025年8月8日17時,1.23
2025年8月8日18時,0.48
2025年8月8日19時,0.03
2025年8月8日20時,0.00
2025年8月8日21時,--
2025年8月8日22時,--
2025年8月8日23時,--
2025年8月8日24時,--
2025年8月9日1時,--
2025年8月9日2時,--
2025年8月9日3時,--
2025年8月9日4時,--
2025年8月9日5時,0.00
2025年8月9日6時,0.14
2025年8月9日7時,0.65
2025年8月9日8時,1.42
2025年8月9日9時,2.17
2025年8月9日10時,1.94
2025年8月9日11時,1.69
2025年8月9日12時,1.83
2025年8月9日13時,2.05
2025年8月9日14時,2.08
2025年8月9日15時,1.58
2025年8月9日16時,1.15
2025年8月9日17時,1.04
2025年8月9日18時,0.43
2025年8月9日19時,0.04
2025年8月9日20時,0.00
2025年8月9日21時,--
2025年8月9日22時,--
2025年8月9日23時,--
2025年8月9日24時,--
2025年8月10日1時,--
2025年8月10日2時,--
2025年8月10日3時,--
2025年8月10日4時,--
2025年8月10日5時,0.00
2025年8月10日6時,0.05
2025年8月10日7時,0.29
2025年8月10日8時,0.34
2025年8月10日9時,0.18
2025年8月10日10時,0.33
2025年8月10日11時,0.45
2025年8月10日12時,0.49
2025年8月10日13時,0.39
2025年8月10日14時,0.50
2025年8月10日15時,0.61
2025年8月10日16時,0.44
2025年8月10日17時,0.22
2025年8月10日18時,0.03
2025年8月10日19時,0.00
2025年8月10日20時,0.00
2025年8月10日21時,--
2025年8月10日22時,--
2025年8月10日23時,--
2025年8月10日24時,--
2025年8月11日1時,--
2025年8月11日2時,--
2025年8月11日3時,--
2025年8月11日4時,--
2025年8月11日5時,0.00
2025年8月11日6時,0.03
2025年8月11日7時,0.11
2025年8月11日8時,0.43
2025年8月11日9時,0.42
2025年8月11日10時,0.43
2025年8月11日11時,0.53
2025年8月11日12時,2.23
2025年8月11日13時,1.17
2025年8月11日14時,1.11
2025年8月11日15時,0.74
2025年8月11日16時,0.47
2025年8月11日17時,0.21
2025年8月11日18時,0.08
2025年8月11日19時,0.01
2025年8月11日20時,0.00
2025年8月11日21時,--
2025年8月11日22時,--
2025年8月11日23時,--
2025年8月11日24時,--
2025年8月12日1時,--
2025年8月12日2時,--
2025年8月12日3時,--
2025年8月12日4時,--
2025年8月12日5時,0.00
2025年8月12日6時,0.03
2025年8月12日7時,0.16
2025年8月12日8時,0.28
2025年8月12日9時,0.39
2025年8月12日10時,0.55
2025年8月12日11時,0.69
2025年8月12日12時,1.43
2025年8月12日13時,0.77
2025年8月12日14時,0.84
2025年8月12日15時,0.83
2025年8月12日16時,0.55
2025年8月12日17時,0.26
2025年8月12日18時,0.10
2025年8月12日19時,0.00
2025年8月12日20時,0.00
2025年8月12日21時,--
2025年8月12日22時,--
2025年8月12日23時,--
2025年8月12日24時,--
2025年8月13日1時,--
2025年8月13日2時,--
2025年8月13日3時,--
2025年8月13日4時,--
2025年8月13日5時,0.00
2025年8月13日6時,0.08
2025年8月13日7時,0.53
2025年8月13日8時,1.17
2025年8月13日9時,1.96
2025年8月13日10時,1.39
2025年8月13日11時,2.03
2025年8月13日12時,1.85
2025年8月13日13時,1.86
2025年8月13日14時,1.81
2025年8月13日15時,1.72
2025年8月13日16時,1.84
2025年8月13日17時,0.82
2025年8月13日18時,0.13
2025年8月13日19時,0.02
2025年8月13日20時,0.00
2025年8月13日21時,--
2025年8月13日22時,--
2025年8月13日23時,--
2025年8月13日24時,--
2025年8月14日1時,--
2025年8月14日2時,--
2025年8月14日3時,--
2025年8月14日4時,--
2025年8月14日5時,0.00
2025年8月14日6時,0.12
2025年8月14日7時,0.23
2025年8月14日8時,0.36
2025年8月14日9時,1.26
2025年8月14日10時,1.40
2025年8月14日11時,2.37
2025年8月14日12時,3.15
2025年8月14日13時,3.08
2025年8月14日14時,2.88
2025年8月14日15時,2.22
2025年8月14日16時,1.80
2025年8月14日17時,1.05
2025年8月14日18時,0.44
2025年8月14日19時,0.03
2025年8月14日20時,0.00
2025年8月14日21時,--
2025年8月14日22時,--
2025年8月14日23時,--
2025年8月14日24時,--
2025年8月15日1時,--
2025年8月15日2時,--
2025年8月15日3時,--
2025年8月15日4時,--
2025年8月15日5時,0.00
2025年8月15日6時,0.17
2025年8月15日7時,0.80
2025年8月15日8時,1.50
2025年8月15日9時,2.18
2025年8月15日10時,2.72
2025年8月15日11時,3.09
2025年8月15日12時,3.23
2025年8月15日13時,3.19
2025年8月15日14時,2.95
2025年8月15日15時,1.95
2025年8月15日16時,1.27
2025年8月15日17時,0.95
2025年8月15日18時,0.40
2025年8月15日19時,0.02
2025年8月15日20時,0.00
2025年8月15日21時,--
2025年8月15日22時,--
2025年8月15日23時,--
2025年8月15日24時,--
2025年8月16日1時,--
2025年8月16日2時,--
2025年8月16日3時,--
2025年8月16日4時,--
2025年8月16日5時,0.00
2025年8月16日6時,0.06
2025年8月16日7時,0.26
2025年8月16日8時,0.79
2025年8月16日9時,1.67
2025年8月16日10時,1.98
2025年8月16日11時,1.96
2025年8月16日12時,3.19
2025年8月16日13時,2.64
2025年8月16日14時,1.20
2025年8月16日15時,2.17
2025年8月16日16時,1.70
2025年8月16日17時,1.08
2025年8月16日18時,0.36
2025年8月16日19時,0.02
2025年8月16日20時,0.00
2025年8月16日21時,--
2025年8月16日22時,--
2025年8月16日23時,--
2025年8月16日24時,--
2025年8月17日1時,--
2025年8月17日2時,--
2025年8月17日3時,--
2025年8月17日4時,--
2025年8月17日5時,0.00
2025年8月17日6時,0.16
2025年8月17日7時,0.51
2025年8月17日8時,1.41
2025年8月17日9時,1.96
2025年8月17日10時,2.39
2025年8月17日11時,2.38
2025年8月17日12時,3.09
2025年8月17日13時,2.68
2025年8月17日14時,2.64
2025年8月17日15時,2.35
2025年8月17日16時,1.82
2025年8月17日17時,1.05
2025年8月17日18時,0.33
2025年8月17日19時,0.02
2025年8月17日20時,--
2025年8月17日21時,--
2025年8月17日22時,--
2025年8月17日23時,--
2025年8月17日24時,--
2025年8月18日1時,--
2025年8月18日2時,--
2025年8月18日3時,--
2025年8月18日4時,--
2025年8月18日5時,0.00
2025年8月18日6時,0.10
2025年8月18日7時,0.54
2025年8月18日8時,1.44
2025年8月18日9時,2.00
2025年8月18日10時,2.59
2025年8月18日11時,2.80
2025年8月18日12時,3.24
2025年8月18日13時,3.19
2025年8月18日14時,2.67
2025年8月18日15時,2.31
2025年8月18日16時,1.34
2025年8月18日17時,0.18
2025年8月18日18時,0.03
2025年8月18日19時,0.00
2025年8月18日20時,--
2025年8月18日21時,--
2025年8月18日22時,--
2025年8月18日23時,--
2025年8月18日24時,--
2025年8月19日1時,--
2025年8月19日2時,--
2025年8月19日3時,--
2025年8月19日4時,--
2025年8月19日5時,0.00
2025年8月19日6時,0.06
2025年8月19日7時,0.36
2025年8月19日8時,0.81
2025年8月19日9時,1.93
2025年8月19日10時,2.24
2025年8月19日11時,2.71
2025年8月19日12時,3.15
2025年8月19日13時,3.19
2025年8月19日14時,2.91
2025年8月19日15時,2.42
2025年8月19日16時,1.80
2025年8月19日17時,0.92
2025年8月19日18時,0.41
2025年8月19日19時,0.01
2025年8月19日20時,--
2025年8月19日21時,--
2025年8月19日22時,--
2025年8月19日23時,--
2025年8月19日24時,--
2025年8月20日1時,--
2025年8月20日2時,--
2025年8月20日3時,--
2025年8月20日4時,--
2025年8月20日5時,0.00
2025年8月20日6時,0.08
2025年8月20日7時,0.65
2025年8月20日8時,1.43
2025年8月20日9時,2.15
2025年8月20日10時,2.46
2025年8月20日11時,2.84
